0,-0.0397
0.001,-0.0421
0.002,-0.0487
0.003,-0.0466
0.004,-0.0302
0.005,-0.0148
0.006,-0.0208
0.007,-0.041
0.008,-0.0543
0.009,-0.0664
0.01,-0.0774
0.011,-0.0794
0.012,-0.0813
0.013,-0.0796
0.014,-0.084
0.015,-0.08
0.016,-0.0715
0.017,-0.0637
0.018,-0.0587
0.019,-0.0542
0.02,-0.0417
0.021,-0.0399
0.022,-0.0349
0.023,-0.0305
0.024,-0.0238
0.025,-0.0203
0.026,-0.0124
0.027,-0.0054
0.028,-0.0009
0.029,-0.0001
0.03,-0.004
0.031,-0.0058
0.032,-0.0027
0.033,0.0024
0.034,0.0019
0.035,0.0024
0.036,0.0041
0.037,0.0044
0.038,0.0076
0.039,0.0055
0.04,0.0112
0.041,0.0136
0.042,0.0129
0.043,0.0134
0.044,0.0152
0.045,0.018
0.046,0.0134
0.047,0.009
0.048,0.0096
0.049,0.0099
0.05,0.0112
0.051,0.0116
0.052,0.0127
0.053,0.0184
0.054,0.0207
0.055,0.0277
0.056,0.0416
0.057,0.0557
0.058,0.0392
0.059,0.0239
0.06,0.0057
0.061,0.0033
0.062,-0.0032
0.063,-0.0093
0.064,-0.0111
0.065,-0.0128
0.066,-0.0113
0.067,-0.0126
0.068,-0.0091
0.069,-0.0102
0.07,-0.0073
0.071,-0.0045
0.072,-0.0038
0.073,-0.006
0.074,-0.0042
0.075,-0.0011
0.076,0.0006
0.077,0.0039
0.078,0.0052
0.079,0.0024
0.08,-0.0011
0.081,-0.0032
0.082,0.003
0.083,0.0021
0.084,0.0077
0.085,0.0099
0.086,0.0081
0.087,0.0112
0.088,0.0107
0.089,0.0061
0.09,0.0055
0.091,0.0083
0.092,0.0096
0.093,0.0065
0.094,0.0044
0.095,0.0033
0.096,0.0022
0.097,-0.0023
0.098,-0.0029
0.099,-0.0023
0.1,-0.0029
0.101,-0.0005
0.102,-0.0053
0.103,-0.0021
0.104,0.0041
0.105,0.0087
