0.042267,5.4133,5.2564,6.747,-0.014661,0.011606,-0.0048869
0.038391,5.4329,5.374,7.0804,-0.0045815,0.0088575,-0.012217
0.053589,5.7663,5.2564,7.1589,0.016799,0.007025,-0.011301
0.045837,5.4329,5.0798,7.0608,0.033598,0.0048869,-0.016493
0.028107,5.5113,4.9426,6.845,0.037874,0.0042761,-0.015272
0.021667,5.531,5.021,6.9823,0.027489,0.0061087,-0.0082467
0.016907,5.5113,5.0798,6.845,0.012523,0.0082467,0.00030543
-0.0057678,5.374,5.0995,6.9235,0.002138,0.0076358,0.0027489
-0.011932,5.5898,5.0995,6.6489,-0.0018326,0.009163,-0.014355
-0.0080566,5.8252,5.2171,6.747,0,0.012217,-0.019853
-0.01062,5.7663,5.2564,6.8647,0.0048869,0.015272,-0.013134
-0.032349,5.629,4.9229,6.9235,0.0076358,0.018631,-0.013134
-0.031616,5.7663,4.9033,6.8254,0.01069,0.019242,-0.014966
-0.031189,5.6682,5.0602,6.8254,0.01405,0.019548,-0.016493
-0.031403,5.7271,5.1583,6.9235,0.010385,0.023213,-0.014661
-0.037994,5.7663,5.0995,6.9823,-0.00061087,0.026267,-0.012523
-0.046082,5.7467,5.1583,7.0019,0.021991,0.0048869,0.022297
-0.051392,5.629,5.0798,6.7666,0.023824,0.0048869,0.011606
-0.049072,5.6879,4.8445,6.6685,0.0039706,0.0094684,0.018021
-0.033508,5.4329,5.0995,6.8647,-0.021686,0.014355,0.020464
-0.031555,5.4133,5.2564,7.0216,-0.041539,0.015882,0.017715
-0.030029,5.5113,5.2171,7.0804,-0.048258,0.017104,0.020769
-0.038055,5.6879,4.9426,6.8254,-0.047037,0.018937,0.029016
-0.022034,5.6094,5.0995,6.7666,-0.043677,0.019853,0.030849
-0.018433,5.7663,5.0995,6.8254,-0.033292,0.018631,0.0064141
0.00067139,5.7271,5.1583,6.9235,-0.015272,0.017715,-0.0015272
-0.00030518,5.5113,5.1583,7.0019,0.0018326,0.018326,0.011606
-0.00015259,5.7467,5.1583,6.9823,0.013439,0.013439,0.015577
0.0055847,5.5898,5.0995,6.9235,0.019242,0.010079,0.01741
-0.0025024,5.7467,5.2368,6.8254,0.013134,0.011301,0.01741
0.0069885,5.4329,5.374,6.9823,-0.0018326,0.012217,0.015272
0.014374,5.6094,5.276,6.747,-0.011606,0.013439,0.010996
0.016937,5.4329,5.374,6.9235,-0.066279,0.022297,-0.007025
0.025146,5.5898,5.1779,6.9235,-0.060476,0.020769,-0.0009163
0.04303,5.7663,5.021,6.747,-0.058643,0.022602,-0.0042761
0.042389,5.5898,5.0798,6.8254,-0.057421,0.023824,-0.0039706
0.058075,5.7859,5.0995,6.8254,-0.047953,0.018021,-0.01069
0.065063,5.7271,5.2368,7.0019,-0.03207,0.013134,-0.014661
0.068451,5.7663,5.1583,6.9627,-0.016493,0.011606,-0.017104
0.062622,5.5898,5.0014,6.747,-0.0085521,0.010996,-0.013439
0.04245,5.5113,5.0798,6.8254,-0.021991,0.0073304,0.0033598
0.051697,5.374,5.2368,6.9627,-0.0281,0.0054978,0.00030543
0.047974,5.5113,5.3348,6.8254,-0.021991,0.0030543,0.011301
0.04364,5.4133,5.276,6.9235,-0.0076358,0.0039706,0.0064141
