eb69,6e,4e,fdb0
eaa7,5c,46,fda2
ec58,70,50,fda8
f0d9,5c,52,fdbc
f778,50,4e,fdbc
ff41,60,4e,fdae
73c,6e,4e,fdb0
ee1,70,50,fdb0
1560,60,4c,fda6
1c53,4c,4e,fdb0
2379,60,4c,fda2
2a3f,70,4e,fda2
2fa4,70,52,fda2
3399,72,58,fdb0
3571,72,4e,fda2
37c6,58,52,fdb8
3960,6c,4e,fdb0
3a95,5c,42,fdb8
3ac3,66,4e,fdae
3b82,70,50,fda6
3b9c,70,50,fda0
3c2f,60,4e,fdb2
3e07,70,48,fdb0
40de,5c,4e,fdbc
439a,5e,46,fdb0
466d,70,4c,fdb0
4709,5e,4e,fdb8
425d,6e,4e,fdb0
3543,70,4e,fdb0
1bc9,6e,4e,fdb0
f975,58,52,fdbe
d680,60,4e,fdb0
b9e2,70,4e,fda2
a773,5c,52,fdbc
a0f5,66,4e,fdb0
a2d4,6e,4e,fdb0
aab8,66,4e,fdb0
b5b5,70,50,fda6
c151,70,52,fda2
ce5d,58,4e,fdbe
d997,50,4e,fdb8
e3f1,66,50,fdb0
eb19,6c,50,fdb0
ee18,70,4e,fdb0
edae,60,48,fda2
ec90,52,4e,fdb2
ed05,70,52,fdb0
eeda,56,56,fdbc
f2a3,66,52,fdb2
f6e4,70,58,fda0
fc39,70,4e,fdb0
355,62,52,fdb0
b2f,5e,4e,fdb2
1400,5e,48,fdbc
1c71,62,4c,fdb0
2448,5e,50,fdbc
2a93,6e,46,fdb0
2f04,60,4c,fda6
3299,76,4e,fda2
3588,72,4e,fda0
3866,70,4e,fdae
3a33,60,50,fdb0
3bc3,66,4e,fdb0
3c51,70,4e,fdb0
3d7a,62,4e,fda6
3e51,70,4e,fdb0
3fe8,60,4c,fdb8
428b,60,50,fda6
4588,72,3e,fdae
48db,58,58,fdb8
4862,60,4e,fdac
3f05,60,4e,fda8
2a20,60,4c,fda2
ace,66,50,fdb0
e7e5,66,4e,fdb0
c9ce,66,4e,fdb0
b680,6e,50,fdb0
af52,70,3e,fdac
b162,66,4c,fdac
b953,70,50,fda2
c303,52,52,fdb8
ccfd,5e,4e,fdb0
d778,60,46,fdb8
e132,6e,52,fdb0
eab3,60,48,fda2
f11a,66,4c,fdae
f386,70,50,fda6
f2f7,70,48,fdac
efe1,70,50,fda0
ecf5,70,4e,fda0
ec41,60,4e,fdb8
edb0,60,4e,fdb8
f1ef,70,4e,fdb0
f708,72,4e,fda6
fd80,70,4e,fda6
436,66,52,fdb2
b14,70,4c,fdb0
11cf,5c,58,fdba
17bf,66,4e,fdb0
1dca,58,4e,fdb8
22bf,5e,4e,fdac
2637,66,50,fdb0
27c5,60,48,fd9e
2885,4e,46,fdb0
2a01,66,4c,fda6
2a20,62,48,fda6
2ae7,70,50,fda2
2c1e,70,52,fda0
2db8,60,4e,fdb6
2f5d,66,4e,fdb0
3211,70,4e,fdb2
3402,70,4c,fda6
3556,6e,4e,fda6
351e,5c,4e,fdc0
303b,70,48,fdae
2272,50,52,fdbc
9c6,62,4e,fda8
e85f,60,4c,fda6
c50d,70,52,fda2
a7f7,70,4e,fdb0
95ef,62,50,fdb0
8edb,70,42,fdac
8ff6,66,4e,fdac
9676,70,4e,fdb0
a0b8,66,50,fdb8
aa8b,5e,42,fdb2
b4b9,70,42,fda2
bdf7,66,4e,fdb8
c5e7,60,4e,fdae
cc05,60,46,fdbc
d061,68,4e,fdb0
d2c4,60,4c,fda2
d3df,6c,48,fdae
d370,72,56,fda6
d4ef,70,52,fda2
d82e,60,50,fdb8
dcc6,6e,46,fdb0
e2ed,5e,4e,fda8
eb79,6e,4e,fdb0
f41f,6e,4e,fdae
fcb8,5e,46,fda2
450,62,46,fdae
b36,70,52,fda2
1169,70,4e,fdb0
1729,5c,4e,fdb8
1c07,68,4e,fdb0
2080,70,4e,fdb2
23d5,62,4e,fda6
2604,70,40,fda6
26d3,72,42,fdae
2731,70,4c,fdb8
287d,70,3e,fda6
29f6,72,4c,fda2
2b78,66,52,fdb2
2cd1,58,42,fdb8
2d9e,70,46,fda0
2e06,66,52,fdb2
2d38,60,50,fdb0
2be7,70,52,fdb0
29aa,6e,4e,fdb2
2148,66,4e,fdb0
f9c,70,46,fdae
f32e,70,4e,fdae
d17c,70,50,fd9e
b171,76,4e,fda6
9af2,70,4e,fdb0
8f89,56,50,fdb8
8d67,70,46,fdb0
9067,60,4c,fdac
9724,70,3e,fdae
9e5b,70,4e,fdac
a5a6,56,56,fdbe
aedc,52,50,fdb8
b8ae,6c,4e,fdb0
c25b,70,4e,fd9e
c8fa,72,50,fda2
cc7b,70,46,fdb0
ccb9,62,4e,fdae
cbcd,70,50,fdb0
cacb,60,4e,fdb8
cc77,66,4e,fda6
d013,70,4e,fdb2
d57f,70,3e,fdac
db9f,66,4c,fdac
e338,58,4e,fdbe
eafc,62,4e,fdb0
f1fe,66,4e,fdb0
f8a2,70,58,fd9e
ff61,70,52,fda0
4c2,6e,4e,fdb8
924,70,46,fdac
bf3,52,4e,fdb8
ea6,62,4c,fdac
fca,72,52,fda0
1003,66,50,fdae
1048,60,4e,fdb0
1133,68,4e,fdac
1371,70,46,fdac
1580,58,4e,fdb8
175e,62,50,fdb0
193a,60,46,fdb8
1ab2,5e,46,fdb2
1d10,66,46,fda6
2047,66,48,fda6
221e,70,56,fda6
1d2a,62,52,fdb2
c62,60,4e,fdae
f0c9,6e,50,fdb2
cf4f,6e,4e,fdb0
b1f1,70,4e,fda6
9d1b,70,4c,fda6
934e,60,4e,fdb8
91de,58,4e,fdae
9690,4e,52,fdbc
9eb2,70,3e,fdae
a9ad,70,58,fda6
b411,66,4e,fdb0
bf96,6e,4e,fdb0
ca13,70,50,fda2
d279,70,4e,fda0
d7ab,66,4e,fdb0
d996,70,4c,fdb0
d882,4e,4c,fdb8
d721,60,4e,fda6
d774,70,50,fdb0
dad0,6e,4e,fda6
e103,72,4e,fda2
e852,5c,4e,fdb8
f099,70,48,fdb0
f9e0,6e,4e,fdb0
325,70,4e,fdb2
b7f,70,52,fda6
123e,72,52,fda0
184b,56,4e,fdbc
1d4e,66,4e,fdb0
21d0,70,4c,fdb2
2577,62,4c,fda6
2804,70,3e,fdac
2a20,62,4c,fdae
2bf1,62,4c,fdae
2d1e,72,3c,fdae
2ce7,70,56,fda0
2cad,5c,50,fdb8
2e21,5e,42,fdb8
301d,70,40,fdae
3273,72,50,fd9e
3443,72,4e,fdb0
314d,58,56,fdb8
25e7,66,52,fdb0
fa8,70,4e,fdb0
f169,70,4e,fdb0
d25c,70,50,fdb8
b96d,70,50,fd9e
aa69,58,50,fdbe
a54f,70,4e,fdb0
a656,58,4e,fdb8
aad8,70,48,fdb2
b112,60,4e,fdb0
b881,60,4e,fda6
c12e,62,4e,fda6
c9e2,72,4e,fda2
d25c,70,46,fdb0
d778,58,52,fdbe
da0b,70,42,fdb0
da34,66,4c,fdb0
d9e6,60,4e,fda6
dba0,70,3e,fda6
de54,60,4c,fdb0
e35d,6e,4e,fdb6
ea7e,66,4e,fdac
f24f,6e,4e,fdb0
fa81,66,52,fdb2
387,6c,52,fdb0
b01,60,46,fdb8
1195,70,52,fdb0
17c2,60,50,fdb8
1d2c,66,4e,fda8
2173,70,50,fdb0
2333,62,4c,fda6
24be,60,4e,fda6
263b,70,52,fda2
2732,70,52,fda2
2807,5c,4e,fdb8
2881,70,46,fdb0
2885,60,4e,fdae
28ee,6c,4e,fdb0
28c9,70,42,fdae
28c7,66,4e,fdae
297b,5e,4e,fdb0
2a59,66,4e,fdac
2b02,60,4c,fda6
2715,70,52,fda2
1821,70,50,fda0
fd87,60,4e,fdb2
dcb4,62,4e,fdb0
be6f,6e,4e,fdb0
a8ba,60,4e,fda8
9d06,66,4c,fdac
9b9b,52,4e,fdbc
9e51,58,4e,fdb8
a4ea,66,4e,fda6
ac93,70,56,fda2
b4f0,60,4e,fdb8
bebb,66,4c,fdae
c9cd,70,4e,fdb2
d2fb,70,50,fdb0
d8c1,58,4e,fdbe
dc0f,5e,4c,fda2
dd87,60,4c,fdac
de46,72,52,fda8
df73,6e,4e,fdb0
e26b,58,4e,fdbc
e6f7,5c,4e,fdb0
ecc5,70,46,fdb0
f39f,66,4e,fdae
fb27,5e,42,fdb6
401,70,58,fda6
bd1,70,4e,fdb0
1264,60,4c,fdb8
1853,62,4e,fdae
1d04,6e,50,fda6
20f6,58,4e,fdbc
2415,60,4e,fdac
2731,6e,4e,fda6
2976,70,4e,fdb2
2b9d,5e,4e,fdb8
2ea1,60,50,fdb8
301d,70,4e,fdb8
3077,70,4e,fdae
30fb,70,52,fdae
3231,72,4e,fd9e
347a,5c,52,fdbe
37a4,70,46,fdb0
3a8a,60,4e,fdb0
3d39,70,4e,fdb0
3d5f,66,4c,fdb0
36d2,70,4e,fdae
24d6,6c,4e,fdb2
927,70,56,fda0
e91f,70,52,fda6
cc1c,58,50,fdbc
b7b0,70,46,fdb0
ae08,60,4e,fdae
ac65,66,4e,fdb0
b0e7,70,40,fdae
b885,66,4e,fdb0
c0d4,6e,50,fdb0
cbee,60,4c,fd9e
d6e1,70,50,fdb0
e1e4,5e,50,fdb8
ea43,58,4e,fdb8
eeff,58,50,fdbc
ef85,70,4c,fdb0
ee52,60,4e,fdbc
ed68,66,4e,fdb0
ee33,70,52,fdb0
f116,70,50,fdb0
f52b,58,58,fdb8
fa63,6c,4e,fdb0
9a,60,52,fdb8
6c4,6c,50,fdb0
d9d,4c,4e,fdb2
12fb,60,4c,fda2
17a0,66,56,fdae
1a8d,62,4e,fdb0
1dbf,5e,48,fda2
2057,60,48,fda6
22f1,6e,48,fda6
2551,70,52,fda2
277e,5c,4e,fdbe
29e3,70,46,fdb0
2c84,60,4e,fdac
2f6b,6e,4e,fdb0
325d,6e,52,fdb0
368a,60,4e,fda2
3957,60,4e,fda8
3c47,70,50,fda2
3eef,76,50,fda6
419e,72,4e,fda2
4305,70,52,fda0
3e98,58,4e,fdbc
2e30,5e,4c,fdb8
1193,5c,46,fdb0
ed63,70,4e,fda0
cc14,70,4c,fda8
b422,58,4e,fdb8
a74e,60,4e,fdae
a3d8,66,52,fdb0
a734,70,4e,fda6
ad81,60,4e,fdb8
b55a,70,42,fdb0
be3c,70,4e,fdb8
c7df,72,46,fda6
d174,70,4e,fdb0
da55,70,4e,fdbc
e0e9,5e,42,fdb2
e52d,70,3e,fdb0
e66f,66,46,fdae
e5b9,70,52,fda2
e56e,70,4e,fda0
e621,60,4e,fdb6
e8e7,70,42,fdac
ee15,6e,48,fdac
f414,5c,4c,fdb2
fac0,70,4e,fdb2
16e,5e,48,fda0
6d8,70,4e,fda6
bc3,60,4e,fdb8
f3e,70,46,fdae
125a,6c,4e,fdb8
153f,62,4e,fdb0
191c,6c,50,fdb0
1c09,60,46,fda6
1e8e,4e,48,fdb0
2060,70,50,fdb0
20eb,70,50,fda2
2158,60,4c,fda2
211e,76,4e,fdb0
218e,5c,50,fdb2
2301,70,42,fda8
255b,66,4e,fdb0
275e,70,40,fdac
2977,66,4e,fdac
2b57,60,4e,fdb8
2cf4,66,4e,fdb0
2dbe,50,50,fdb8
2e32,70,4e,fda6
2be0,70,52,fda0
20c7,5e,4e,fdae
902,70,4e,fdb0
e6ae,70,52,fda2
c1bb,56,4e,fdb8
a3f7,70,4c,fdb2
9068,70,52,fdb6
8881,72,4e,fdb6
8923,70,4e,fda0
8f90,56,52,fdb8
995d,70,48,fdb0
a47b,70,46,fdb0
af99,60,4e,fda6
baef,70,40,fda6
c5b3,66,4e,fdae
ce09,60,4c,fdae
d2df,66,4c,fdb0
d4ac,70,4e,fdb0
d389,6c,50,fdb0
d226,70,4e,fdb0
d0dd,50,50,fdb8
d21e,76,4e,fdb0
d5e0,58,4e,fdb8
daf5,60,46,fdb8
e12e,5e,46,fdb2
e800,72,52,fd9e
f16e,70,4e,fdb2
f929,6c,4e,fdb0
1b0,62,4e,fdae
8cc,4e,4e,fdb8
f71,60,48,fda6
1443,5e,4e,fda2
1860,66,56,fdb0
1d14,66,4e,fdb8
2168,4e,50,fdb2
25a8,60,4e,fda6
294f,5e,58,fdb8
2c96,70,48,fdb0
2f77,60,46,fdb8
319e,4e,50,fdb2
32ff,60,4c,fda0
3426,70,4e,fdae
3622,5e,4e,fdb6
3735,70,46,fdac
394b,66,4e,fdb0
3cd6,66,4e,fdae
4014,68,4e,fdae
4317,60,50,fdb8
441e,60,4e,fdb6
40a3,5c,4e,fdb0
347c,62,4c,fdac
1c99,66,4e,fdae
fb78,60,58,fdbc
d848,5e,42,fdb0
bb9c,70,58,fda0
a9a6,70,4e,fda6
a23a,68,4e,fdb0
a324,6c,4e,fdb0
a8fe,70,3e,fdac
b075,58,50,fdbe
b8e6,70,48,fdac
c219,4e,50,fdb8
cb90,60,4e,fda6
d55a,62,4e,fdb0
de7d,5e,4e,fdbc
e566,66,50,fdb0
eb74,60,48,fdb6
efc4,62,48,fd9e
f344,66,4c,fda8
f5f8,70,4e,fda6
f93c,52,52,fdbe
fe5c,5e,4e,fdac
40b,5e,4c,fdb6
962,6e,50,fdb0
f36,60,4e,fda6
155d,60,4c,fda0
1c11,70,4e,fdb0
23b5,72,4e,fdb0
2a87,60,4e,fdbc
304d,70,46,fdac
34a8,5c,4c,fdae
386f,62,4c,fdae
3aa1,60,48,fdb8
3c90,60,52,fdb6
3e9a,70,4e,fda2
400f,60,46,fdb8
40de,4e,46,fdb0
40ac,70,4e,fda2
40cc,60,50,fdbe
40b5,60,4e,fdb0
4250,66,4c,fdae
440b,70,52,fda2
4775,66,4c,fdb0
49ee,70,4e,fdb0
4ab0,62,4c,fdae
481d,66,46,fdae
3de7,58,58,fdbc
29ba,60,4e,fdb0
cf1,62,50,fdb0
eea9,70,52,fdb0
d56e,60,4e,fdb0
c59e,70,46,fdb0
bf73,70,4e,fdb0
c173,70,50,fda2
c80e,60,4e,fdb8
d1e5,66,4e,fdb0
dcc7,70,46,fdae
e71e,50,4c,fdb0
f174,62,4e,fdac
f9dc,60,4e,fdb8
ffc4,70,4c,fdb0
351,66,4c,fdae
3e6,68,4e,fdae
295,5e,48,fdb0
1f7,72,52,fdb0
2bd,70,4e,fdae
487,66,4c,fdb0
80e,6e,4e,fd9c
d1e,78,52,fdae
1401,60,4e,fdb8
1bab,5c,50,fdbc
2279,70,48,fdb0
2857,66,4e,fdb0
2d17,5e,46,fdb8
324c,60,48,fda6
375f,62,58,fdb2
3b48,66,4e,fdb0
3d76,50,52,fdbc
3db3,70,4e,fda6
3e8d,62,52,fdb6
4000,70,46,fdae
402f,6e,4e,fdb0
4001,70,4e,fda0
3fb0,70,50,fda6
3fa8,72,4e,fdb8
407a,6c,52,fdae
424c,72,4e,fdb0
439f,70,50,fda6
41df,72,50,fda6
3600,70,4e,fdb0
1ea0,62,4e,fdb6
fe91,62,4e,fdae
df11,6e,4e,fdb0
c677,60,4e,fdac
b897,58,46,fdb0
b42e,60,48,fda0
b70e,62,4c,fda6
be27,5e,4e,fdb2
c7af,6c,48,fdb0
d176,70,46,fdb0
dd26,66,4e,fda8
e779,60,46,fdb0
f03c,70,52,fda0
f60c,70,4c,fd9e
f8f2,68,4e,fdb0
f7d9,68,4e,fdb6
f53b,5e,4c,fd9e
f37d,70,50,fda2
f387,70,50,fdb0
f5bd,66,4e,fdb0
fa2c,66,4c,fdb0
b2,72,4e,fdae
819,58,50,fdbe
fa5,62,4e,fdb0
1599,70,4e,fdb8
1a89,70,4e,fdb0
1f9f,70,4e,fda0
24a5,70,4e,fdb0
28e6,52,52,fdbe
2cf1,66,4e,fdb0
3131,60,46,fdb8
3460,6c,50,fdb0
35b7,62,4c,fda6
3645,62,4c,fda6
378e,70,4e,fdae
3938,70,4c,fda6
3bc0,72,50,fda2
3eec,70,4e,fdb0
414f,58,50,fdbc
4393,60,46,fdb8
45c5,5c,46,fdb0
451f,5c,4c,fdb8
3e76,60,48,fda2
2cb2,70,50,fda0
eb4,76,4e,fda2
eb0c,72,52,fdb0
cae0,70,4e,fda2
b454,68,52,fdb2
a92b,60,46,fdb8
a8cb,70,4c,fdb0
ae44,72,4e,fda2
b73c,70,48,fda0
c0f5,58,52,fdb8
cb4e,70,46,fdae
d5e1,52,52,fdb8
e00d,6e,4e,fda6
e8ee,58,4e,fdb8
efb6,70,46,fdb0
f2b6,66,4e,fdb0
f358,72,52,fda2
f226,5c,50,fdbc
f154,5e,46,fdbc
f198,66,4e,fdb0
f429,70,50,fdac
f90e,70,4e,fdb0
ff89,58,52,fdbe
62b,6e,46,fdb0
d07,5e,4e,fdb8
1391,70,46,fdae
19ac,58,4e,fdbc
1def,5e,42,fdb0
2170,66,4e,fdac
23a2,70,52,fda2
261f,70,48,fda6
2872,70,50,fdb0
2a37,76,4e,fda0
2c39,60,4e,fdb2
2e5e,66,4c,fdb0
30ea,70,50,fdb0
3315,60,4e,fda0
34d6,4e,4e,fdb0
36c5,5e,46,fda0
396c,60,4c,fda6
3c78,72,50,fdae
401d,72,48,fdae
434d,5e,4e,fdb6
42ed,70,48,fda6
3985,60,4e,fdac
2320,70,3e,fdae
1d0,66,46,fdae
ddfe,70,4e,fdac
bff6,70,52,fda0
ad28,66,52,fdb2
a601,62,4e,fdae
a7a8,70,52,fdb0
aeae,66,4c,fda6
b85e,72,3e,fdb0
c304,70,50,fdb8
cd9a,6e,46,fdac
d852,5e,46,fdb2
e1ad,66,4e,fda8
e95a,6e,50,fd9e
ed88,5c,4e,fdbc
ef6f,6c,46,fdae
efbb,4e,4e,fdb8
efa6,58,4e,fdb6
f056,60,4c,fdb8
f247,60,4e,fda6
f598,60,4e,fdb2
fb20,66,56,fdb2
1cd,6e,50,fdb0
972,70,4c,fda0
113f,72,52,fda2
1966,70,4e,fdb0
209c,60,4e,fdb2
2677,60,4e,fda8
29f2,70,4e,fdb2
2c4e,60,4e,fda0
2ed5,4e,4e,fdb0
31a9,62,4c,fdae
3444,66,46,fda6
3632,60,52,fdb6
37de,66,4e,fdac
3906,70,4e,fdb6
39a2,66,46,fdac
3afe,58,42,fdb2
3db3,72,4e,fdae
4113,70,4e,fdae
4560,66,4e,fdb0
46e6,66,4c,fdb0
41eb,60,4c,fda0
319e,60,4e,fdb8
160f,70,4c,fdae
f579,70,3e,fdac
d653,72,4e,fdb0
bff0,58,50,fdbc
b414,66,4e,fdb0
b0b6,5c,42,fdb2
b38b,62,46,fdae
bb4c,72,58,fda2
c47d,58,4e,fdbc
cdb1,60,4e,fdb0
d73c,66,4e,fdb0
e06f,66,4e,fdb0
e933,62,4c,fda8
eeea,76,3e,fdae
f1a7,66,50,fdb0
f12e,62,4e,fdb0
efe4,70,50,fdb0
f07f,58,50,fdb8
f2c7,70,50,fdb8
f7ef,66,4e,fda8
ff05,70,50,fdb0
6fe,70,52,fd9e
f13,5c,50,fdb2
15b3,66,4c,fdae
1ad7,66,48,fdae
1f21,5c,48,fdb8
23d6,6e,4e,fdb0
28a8,72,4e,fdb2
2cab,72,50,fda0
2ff3,58,52,fdbe
334e,70,46,fdae
3598,5c,4e,fdbc
377a,70,46,fdae
37c8,70,46,fdb0
3843,5c,46,fdb6
3887,66,4c,fdae
381e,60,52,fdb8
37be,60,4e,fda6
38d3,70,50,fdb0
39c8,52,58,fdbc
3a77,58,4e,fdb8
3b6b,70,46,fdb0
3c63,66,4e,fdb0
3e48,6e,4e,fdb0
3d77,6e,4e,fdae
33a4,60,4e,fda0
1c16,6c,4e,fda6
fafd,72,56,fda2
d6a6,70,4e,fda0
b996,60,50,fdb6
a8c0,70,46,fdb0
a33e,66,4e,fdb2
a63a,70,4e,fdae
ad60,6e,50,fdb0
b69a,72,3c,fdae
bfe7,70,50,fdb0
c8d9,60,50,fdb8
d1d1,66,50,fdb0
da8d,70,52,fdb0
e0e8,60,46,fda2
e52b,70,3e,fdae
e6a3,6e,48,fdae
e60c,66,48,fdb0
e424,70,40,fdb0
e3ea,70,4e,fdb0
e646,68,4e,fdb6
eae0,5e,46,fdb2
f1a2,70,52,fda2
f8f5,76,50,fda0
ffa5,60,4e,fdb8
703,62,4e,fdb0
c93,6e,4e,fdb0
1284,62,4c,fda6
191c,4e,4e,fdb0
1f2d,62,46,fda6
2432,70,56,fdae
26c6,60,4e,fdb8
2949,70,46,fdae
2b85,58,52,fdae
2e68,60,48,fdb2
2ff0,70,46,fdb0
3153,60,46,fdb8
31f7,6c,50,fdae
32ea,60,4c,fda2
3400,66,4c,fda6
35ad,70,3e,fdac
3894,70,4e,fdb0
3ba5,60,50,fdb8
3f14,6c,46,fdb0
4172,62,4e,fdb0
430d,5e,42,fdb8
4200,6e,4c,fdb0
3971,70,3e,fdac
2545,62,4e,fda6
6b6,70,50,fda6
e41e,52,50,fdbc
c6b3,66,56,fdb0
b547,70,46,fdb0
ae02,62,4e,fdb0
afcc,66,4e,fdb0
b630,6c,50,fdb0
bf5e,5c,4e,fdb6
c88c,60,4c,fda0
d255,70,58,fda2
dd6a,70,4e,fd9e
e78d,5c,4e,fdb8
ed99,6e,4c,fdae
f135,62,4e,fdb0
f10e,5e,46,fdb0
ee34,70,50,fdb0
e9f0,70,3c,fdac
e83d,62,4c,fda6
e938,70,58,fda0
ed8a,56,58,fdb8
f421,5c,50,fdbc
fb90,58,4e,fdbc
350,60,4e,fdb2
aae,70,4e,fdb8
1004,5c,4e,fdac
14f2,60,42,fdbc
1985,60,4c,fda2
1e3c,70,4e,fda2
2378,72,50,fd9e
2778,58,52,fdbe
2aed,5e,46,fdb8
2d1a,6c,4e,fdb0
2ee5,66,4e,fdae
30cf,66,4e,fda0
3366,72,52,fda6
36f9,70,50,fdb0
39ab,58,4e,fdbe
3c46,70,48,fdb0
3ef3,70,46,fdb0
400c,60,4e,fdb0
4190,72,3e,fda8
4427,68,4e,fdb0
47b1,66,4c,fdb0
49fb,5e,4e,fda2
4bfa,70,52,fdb0
4776,66,50,fdb2
38a9,6e,50,fdb0
1d8b,5e,46,fdb8
fa56,60,4c,fd9e
d821,70,4e,fda2
bdc6,66,50,fdb6
af53,58,4e,fdbc
ac8a,60,4c,fdb8
b0b7,68,4c,fdac
b9ad,6e,50,fdae
c340,70,4c,fda6
cc71,70,52,fdb0
d58a,70,4e,fda0
debf,70,50,fda2
e634,66,4e,fdb0
edc2,68,4e,fdb0
f194,62,4e,fdae
f29f,5e,42,fdb0
f281,72,3e,fdae
f1fc,60,4c,fda6
f287,60,50,fdbc
f449,70,46,fdb0
f751,5c,4e,fdac
fcd6,6c,4e,fdb0
40a,6e,42,fdae
bb6,60,46,fdb8
12fd,66,4e,fdb0
196d,70,50,fdb2
1f38,5c,42,fdb2
240e,60,4e,fda0
2891,70,4e,fdac
2c29,5e,4e,fdb8
2fc9,70,46,fdac
320f,60,4e,fdac
33d4,5e,46,fda0
34fc,62,4e,fdae
356d,78,52,fda0
360f,70,50,fda6
37a7,52,4e,fdb8
39b5,6c,46,fdb0
3b72,58,4e,fdbc
3c42,58,4c,fdb8
3e1e,58,50,fdb2
403b,66,4e,fdb0
417a,6e,4c,fdb0
422d,70,4e,fdb0
43f6,70,4e,fdb0
4519,58,4e,fdbc
430b,58,4e,fdb8
3665,5e,4e,fdb0
1d26,6e,50,fdb0
fa8d,6e,46,fdae
d7b1,70,46,fdb2
bbf0,70,4e,fdb0
ab95,6e,3e,fda6
a637,62,4c,fdae
a898,60,50,fdb8
afed,70,4c,fdb0
b796,60,4e,fdb0
be14,66,4e,fdb0
c466,70,4e,fdb0
cb86,5e,4e,fda0
d274,4e,4e,fdb0
d86c,70,40,fdb0
dc41,70,40,fdac
de53,58,52,fdb8
de36,6e,46,fdae
de7a,5c,4c,fdb0
e08a,60,4c,fdb8
e47c,6e,50,fdb2
ea48,60,4c,fda0
f15e,4e,4e,fdb0
fa43,60,4e,fda2
35a,66,4e,fda6
bed,70,50,fda6
148c,5e,52,fdbc
1c64,58,4e,fdbc
236e,70,46,fdae
291c,66,48,fdb0
2ed9,6c,48,fdae
339d,6e,50,fdb0
36d4,6e,3e,fdac
388a,62,4c,fda6
39b6,72,50,fda6
3be0,70,52,fd9e
3dce,60,52,fdb6
3f60,66,4e,fdb0
40b1,6e,46,fdb0
4278,70,4c,fdb2
44ed,70,4e,fdb2
4646,70,4e,fdb8
4849,6e,4e,fdb0
4a7c,5e,46,fdb8
49d3,66,4e,fdb0
414c,62,4c,fdac
2bd1,66,52,fdb0
d75,70,48,fdae
ed69,6c,52,fdb0
d1b7,6c,50,fdb2
bf8d,5e,4c,fd9e
b80d,60,4c,fda6
b87e,5c,58,fdb8
befb,70,46,fdb0
c7d4,60,4e,fdb8
d1eb,70,46,fdae
ddaa,66,50,fdb2
e848,5c,46,fdb2
f215,66,4c,fda8
f926,70,4e,fdb0
fad6,70,4e,fda6
f9d4,5e,4e,fdb6
f70a,52,50,fdb8
f45f,58,50,fdbc
f370,70,46,fdb2
f478,66,50,fdb0
f722,60,4c,fda6
fb86,66,4e,fdae
1c3,70,4e,fdb0
8bd,70,4e,fdb0
1105,56,56,fdb8
1895,70,46,fdae
1eb8,58,4e,fdbc
23a8,70,46,fdae
27a4,66,4e,fdb0
2a20,6c,4e,fdb0
2d8d,70,4e,fdae
307e,70,3e,fda6
3261,66,4e,fda6
344e,6e,4e,fda2
34c5,70,52,fda0
358f,58,58,fdbe
35cf,5e,46,fdb8
368d,58,46,fdb2
3801,70,50,fda6
3bb0,6e,4e,fda6
3eca,58,52,fdb8
419a,60,4e,fdb6
43b3,60,4e,fdae
43a3,6e,4e,fdb0
3c7a,66,4e,fdb0
2bb9,70,52,fda0
1043,70,4e,fdb0
ed53,58,50,fdbe
cb72,5c,50,fdb8
b07d,66,50,fdb0
a0cf,70,4e,fda6
9bb5,70,50,fdb2
9ed1,6e,50,fdb0
a6f1,50,4e,fdb8
b10f,70,56,fda0
bc08,58,4e,fdbc
c6a0,58,46,fdb8
d17e,68,50,fdb0
da66,62,48,fda6
e057,70,46,fda6
e327,52,4e,fdb2
e319,66,4e,fdb0
e0ac,70,3e,fdae
ddf1,72,4e,fdb0
dd31,5c,50,fdb6
df26,70,46,fdac
e3ac,66,50,fdae
eb44,6e,4e,fdb0
f44d,70,46,fdb0
fdbc,5e,48,fdb8
748,60,4e,fda0
f54,70,52,fda2
1602,70,4e,fda0
1c3b,5e,4e,fdb8
2235,68,4c,fdae
27af,70,46,fda8
2c28,5e,46,fdb8
2fda,62,48,fdae
31e4,70,52,fda6
33df,70,4e,fdb0
361b,5c,50,fdb0
387a,62,4c,fdac
3995,62,4e,fdae
3a86,66,4c,fdb0
3bdc,58,42,fdb0
3db7,70,4e,fdb0
404f,6c,4e,fda6
43b6,5e,52,fdb8
46c8,52,50,fdbc
4913,60,52,fdae
4997,70,4e,fdb0
45d4,60,4e,fda6
3764,70,52,fda2
1c93,6e,52,fdb2
f894,5e,4e,fdae
d4ba,56,4e,fdb8
b822,70,48,fdb0
a6c7,60,4e,fdae
a1d0,5e,4c,fda6
a528,58,52,fdbc
ade8,5e,4e,fdae
b77e,60,4e,fda6
c1fc,5e,52,fdb2
cc91,66,4e,fdac
d788,60,42,fdb2
e18c,70,52,fda0
e887,70,4c,fda6
eb7c,58,50,fdbe
eacb,60,4e,fdb0
e8e5,4e,50,fdb8
e74c,70,3e,fdae
e7a6,70,52,fdae
ea79,66,4e,fdb0
f065,6c,4e,fda2
f7a9,62,50,fdb0
ffc0,58,4e,fdb8
7b1,70,46,fdb0
edf,72,42,fdae
15ce,4e,52,fdb6
1c23,4e,4c,fdb0
2170,70,3e,fda6
2644,5e,4e,fdac
2b1c,62,52,fdb2
2ef3,60,4e,fdb0
31cd,58,4e,fdb8
33f2,4e,52,fdb8
347a,70,3e,fda6
3533,70,50,fda2
369d,66,4e,fdb6
38f2,66,4e,fdb2
