0,-5.462,0
0.001,-6.195,0
0.002,2.777,0
0.003,18.891,0
0.004,21.088,0
0.005,15.045,0
0.006,5.89,0
0.007,7.538,0
0.008,6.073,0
0.009,7.355,0
0.01,3.876,0
0.011,-1.8,0
0.012,1.129,0
0.013,-3.448,0
0.014,-5.829,0
0.015,-3.631,0
0.016,-4.181,0
0.017,-4.73,0
0.018,-6.378,0
0.019,-6.744,0
0.02,-5.462,0
0.021,-7.477,0
0.022,-1.8,0
0.023,2.228,0
0.024,2.96,0
0.025,2.411,0
0.026,5.524,0
0.027,2.777,0
0.028,4.059,0
0.029,-0.152,0
0.03,1.496,0
0.031,-1.8,0
0.032,2.411,0
0.033,-2.716,0
0.034,-4.547,0
0.035,-1.434,0
0.036,2.411,0
0.037,2.045,0
0.038,-0.152,0
0.039,-2.899,0
0.04,-0.335,0
0.041,3.693,0
0.042,1.313,0
0.043,4.425,0
0.044,1.679,0
0.045,-0.152,0
0.046,-3.448,0
0.047,-8.026,0
0.048,-8.575,0
0.049,-3.448,0
0.05,2.777,0
0.051,2.594,0
0.052,-1.434,0
0.053,6.989,0
0.054,10.285,0
0.055,21.454,0
0.056,13.947,0
0.057,-1.068,0
0.058,0.946,0
0.059,2.777,0
0.06,4.425,0
0.061,0.031,0
0.062,1.313,0
0.063,2.411,0
0.064,-0.885,0
0.065,-5.829,0
0.066,-6.744,0
0.067,-7.477,0
0.068,-5.279,0
0.069,-3.448,0
0.07,-3.998,0
0.071,-2.35,0
0.072,-3.631,0
0.073,0.58,0
0.074,4.425,0
0.075,2.045,0
0.076,4.242,0
0.077,3.144,0
0.078,4.242,0
0.079,7.538,0
0.08,6.439,0
0.081,0.763,0
0.082,-4.913,0
0.083,-7.11,0
0.084,-10.406,0
0.085,-4.73,0
0.086,-5.462,0
0.087,-4.913,0
0.088,2.045,0
0.089,15.961,0
0.09,13.947,0
0.091,8.454,0
0.092,6.806,0
0.093,5.341,0
0.094,1.313,0
0.095,-2.167,0
0.096,-1.068,0
0.097,-3.998,0
0.098,-4.913,0
0.099,-8.941,0
0.1,-11.139,0
0.101,-3.631,0
0.102,-3.265,0
0.103,-0.335,0
0.104,13.581,0
0.105,7.538,0
0.106,27.68,0
0.107,14.313,0
0.108,7.172,0
0.109,0.58,0
0.11,-1.434,0
0.111,0.397,0
0.112,-1.251,0
0.113,-5.646,0
0.114,-6.927,0
0.115,-12.97,0
0.116,-11.871,0
0.117,-8.941,0
0.118,-6.195,0
0.119,-5.462,0
0.12,-9.308,0
0.121,-6.012,0
0.122,0.946,0
0.123,-3.631,0
0.124,2.045,0
0.125,4.242,0
0.126,2.411,0
0.127,0.58,0
0.128,4.425,0
0.129,3.144,0
0.13,6.256,0
0.131,0.031,0
0.132,-2.716,0
0.133,-8.392,0
0.134,-4.547,0
0.135,-6.378,0
0.136,-1.983,0
0.137,1.862,0
0.138,5.158,0
0.139,7.355,0
0.14,4.608,0
0.141,5.707,0
0.142,6.806,0
0.143,6.073,0
0.144,4.792,0
0.145,0.763,0
0.146,9.186,0
0.147,8.087,0
0.148,-4.364,0
0.149,-9.308,0
0.15,-7.843,0
0.151,-9.125,0
0.152,-8.026,0
0.153,-3.265,0
0.154,0.031,0
0.155,15.229,0
0.156,8.637,0
0.157,14.679,0
0.158,20.172,0
0.159,8.637,0
0.16,-1.8,0
0.161,-0.519,0
0.162,-3.998,0
0.163,-5.096,0
0.164,-8.026,0
0.165,-7.11,0
0.166,-7.843,0
0.167,-3.998,0
0.168,-5.829,0
0.169,-1.434,0
0.17,2.411,0
0.171,1.129,0
0.172,0.763,0
0.173,6.256,0
0.174,4.059,0
0.175,0.763,0
0.176,0.214,0
0.177,2.96,0
0.178,-2.533,0
0.179,-6.378,0
0.18,-4.547,0
0.181,-6.378,0
0.182,-5.829,0
0.183,-3.448,0
0.184,-3.082,0
0.185,1.496,0
0.186,-1.617,0
0.187,2.228,0
0.188,0.946,0
0.189,2.228,0
0.19,6.806,0
0.191,6.256,0
0.192,6.806,0
0.193,6.439,0
0.194,5.158,0
0.195,-0.335,0
0.196,1.862,0
0.197,5.158,0
0.198,0.763,0
0.199,2.411,0
0.2,1.129,0
0.201,2.411,0
0.202,-2.167,0
0.203,-5.279,0
0.204,0.397,0
0.205,2.045,0
0.206,9.552,0
0.207,26.581,0
0.208,19.44,0
0.209,12.848,0
0.21,6.806,0
0.211,8.637,0
0.212,6.989,0
0.213,-0.519,0
0.214,-1.8,0
0.215,-10.223,0
0.216,-9.125,0
0.217,-10.04,0
0.218,-9.125,0
0.219,-9.857,0
0.22,-6.012,0
0.221,-1.434,0
0.222,4.242,0
0.223,3.51,0
0.224,2.96,0
0.225,3.51,0
0.226,5.158,0
0.227,6.439,0
0.228,6.073,0
0.229,1.496,0
0.23,2.045,0
0.231,-6.378,0
0.232,-9.857,0
0.233,-13.153,0
0.234,-10.223,0
0.235,-7.477,0
0.236,-5.096,0
0.237,-8.941,0
0.238,1.313,0
0.239,2.777,0
0.24,1.496,0
0.241,2.594,0
0.242,3.693,0
0.243,4.608,0
0.244,0.031,0
0.245,-2.35,0
0.246,4.608,0
0.247,9.186,0
0.248,5.158,0
0.249,-0.152,0
0.25,-3.448,0
0.251,-7.843,0
0.252,-7.293,0
0.253,-6.012,0
0.254,-2.899,0
0.255,-1.068,0
0.256,-2.167,0
0.257,3.51,0
0.258,2.777,0
0.259,14.313,0
0.26,12.665,0
0.261,2.228,0
0.262,0.946,0
0.263,-2.533,0
0.264,-3.631,0
0.265,-8.575,0
0.266,-7.66,0
0.267,-8.392,0
0.268,-10.589,0
0.269,-4.364,0
0.27,-3.631,0
0.271,-2.899,0
0.272,0.397,0
0.273,2.228,0
0.274,3.876,0
0.275,7.172,0
0.276,8.454,0
0.277,10.468,0
0.278,8.637,0
0.279,3.144,0
0.28,-0.702,0
0.281,1.129,0
0.282,-5.829,0
0.283,-10.406,0
0.284,0.397,0
0.285,4.792,0
0.286,0.763,0
0.287,-2.716,0
0.288,-1.617,0
0.289,-2.533,0
0.29,-1.617,0
0.291,-3.998,0
0.292,-1.8,0
0.293,1.496,0
0.294,2.045,0
0.295,0.397,0
0.296,-0.885,0
0.297,-3.998,0
0.298,-5.096,0
0.299,-3.265,0
0.3,-5.096,0
0.301,-1.8,0
0.302,1.313,0
0.303,3.327,0
0.304,5.158,0
0.305,9.186,0
0.306,15.045,0
0.307,14.679,0
0.308,18.891,0
0.309,27.313,0
0.31,43.427,0
0.311,45.624,0
0.312,35.553,0
0.313,22.736,0
0.314,14.496,0
0.315,6.989,0
0.316,0.214,0
0.317,1.313,0
0.318,-1.983,0
0.319,-15.167,0
0.32,-24.322,0
0.321,-32.562,0
0.322,-34.027,0
0.323,-38.055,0
0.324,-44.098,0
0.325,-36.224,0
0.326,-29.266,0
0.327,-15.35,0
0.328,-21.393,0
0.329,-23.224,0
0.33,-31.463,0
0.331,-53.985,0
0.332,-83.282,0
0.333,-110.75,0
0.334,-135.65,0
0.335,-158.17,0
0.336,-161.1,0
0.337,-168.98,0
0.338,-161.83,0
0.339,-137.48,0
0.34,-114.96,0
0.341,-88.226,0
0.342,-34.576,0
0.343,80.963,0
0.344,163.73,0
0.345,208.77,0
0.346,195.22,0
0.347,182.77,0
0.348,171.6,0
0.349,140.84,0
0.35,112.82,0
0.351,87.555,0
0.352,79.865,0
0.353,86.823,0
0.354,93.048,0
0.355,110.26,0
0.356,105.13,0
0.357,102.2,0
0.358,87.921,0
0.359,92.133,0
0.36,88.288,0
0.361,98.908,0
0.362,102.02,0
0.363,81.33,0
0.364,57.16,0
0.365,27.863,0
0.366,16.144,0
0.367,19.623,0
0.368,16.51,0
0.369,7.721,0
0.37,5.158,0
0.371,-1.983,0
0.372,-8.575,0
0.373,-10.589,0
0.374,-12.42,0
0.375,-17.364,0
0.376,-21.759,0
0.377,-25.787,0
0.378,-34.21,0
0.379,-51.239,0
0.38,-58.38,0
