0.00016774,4.8445,3.8246,8.0807,-0.010996,0.028711,0.029016
0.00017977,4.4326,3.8442,8.0807,-0.015882,0.030543,0.026878
0.00018723,4.6287,4.0011,8.1787,-0.027184,0.032681,0.035125
0.00018317,4.413,4.06,8.2768,-0.035125,0.034514,0.036346
0.00016816,4.3345,3.9227,8.316,-0.043982,0.034819,0.036652
0.00013163,4.4718,3.9815,8.0807,-0.052534,0.03543,0.033598
7.8349e-05,4.5111,4.0011,8.1787,-0.051924,0.033598,0.029627
9.1744e-06,4.4326,4.1776,8.316,-0.044899,0.030238,0.029016
-6.968e-05,4.2169,4.1776,8.2572,-0.035736,0.026573,-0.025962
-0.00015532,4.3542,4.2757,8.1787,-0.026878,0.023213,-0.034514
-0.0002453,4.3345,4.2757,8.218,-0.017715,0.017104,0.023824
-0.0003362,4.2169,4.2953,8.316,-0.011606,0.014661,0.018021
-0.00042284,4.2561,4.3934,8.2376,-0.012523,0.013744,0.011301
-0.00049216,4.2561,4.2953,8.1199,-0.024129,0.011912,0.0027489
-0.00056422,4.1972,4.1776,8.1199,-0.038485,0.010996,-0.0079412
-0.00064176,4.2169,4.158,8.218,-0.046426,0.0097738,-0.016493
-0.00072678,4.2561,4.2953,8.0807,0.060476,0.054062,-0.0094684
-0.00083587,4.4718,4.2169,8.1787,0.036652,0.052534,-0.0082467
-0.00098011,4.3345,4.158,7.9238,0.017104,0.047037,-0.03146
-0.0011673,4.3738,4.158,8.0022,0.0064141,0.041233,-0.025962
-0.0013978,4.4326,4.1384,8.0022,0.0058032,0.035736,-0.023518
-0.001677,4.5111,4.158,8.1787,0.015882,0.032987,-0.02138
-0.0019885,4.5111,4.0796,8.1003,0.028711,0.029932,-0.015272
-0.0023142,4.2561,4.0796,8.316,0.039706,0.026878,-0.011912
-0.002625,4.5111,3.9227,8.218,0.038179,0.02474,0.023213
-0.002888,4.4326,4.0796,8.2572,0.027184,0.021075,0.029627
-0.0030649,4.2561,4.06,8.1787,0.013439,0.02138,-0.0061087
-0.0031183,4.3542,4.158,8.2572,0,0.022602,-0.0024435
-0.0030142,4.1972,4.158,8.0807,-0.0073304,0.024435,0.0015272
-0.0027215,4.1972,4.1188,8.0807,-0.01069,0.025962,0.0076358
-0.0022263,4.2561,4.0796,8.218,-0.012523,0.026573,0.012523
-0.0015263,4.2561,4.2757,8.1199,-0.012828,0.026878,0.017715
-0.00064026,4.2169,4.158,8.1787,-0.052229,0.018631,0.0030543
0.00039546,4.3738,4.158,8.316,-0.050396,0.016188,0.0076358
0.0015296,4.4718,4.158,8.1003,-0.048258,0.015272,-0.009163
0.0027002,4.4326,4.1384,8.0807,-0.046426,0.017715,-0.011606
0.0038382,4.2561,4.158,8.1787,-0.047037,0.018326,-0.010079
0.0048578,4.2757,4.2169,8.4141,-0.049786,0.018631,-0.0082467
0.0056933,4.1776,4.1776,8.2572,-0.054062,0.020464,-0.0054978
0.0062791,4.1972,4.0796,8.3749,-0.054978,0.019548,-0.0018326
0.0065655,4.4326,3.9619,8.2572,-0.036652,0.017715,-0.009163
0.0065272,4.3345,4.1776,8.2572,-0.053451,0.016493,-0.014661
0.0061664,4.4326,4.2953,8.2376,-0.051313,0.016799,0.01069
0.0054968,4.3542,4.2757,8.1199,-0.047037,0.016799,0.012217
0.0045662,4.3345,4.158,8.1199,-0.043371,0.017104,0.010996
0.0034428,4.2169,4.158,8.0807,-0.039401,0.018326,0.0079412
0.0022036,4.2169,4.158,8.2572,-0.037568,0.017104,0.0033598
0.00093406,4.0403,4.2757,8.2572,-0.037874,0.014966,-0.0039706
-0.00028037,4.0403,4.158,8.2572,-0.0048869,0.026878,0.018326
-0.0013615,4.2561,4.1384,8.1003,-0.011912,0.028405,0.017715
-0.0022577,4.4914,4.1384,8.1787,-0.019853,0.023518,0.027794
-0.0029282,4.4326,4.1188,8.1787,-0.024435,0.017715,0.025045
-0.003355,4.4326,4.0011,8.0807,-0.022602,0.012828,0.020159
-0.0035425,4.5111,3.903,8.1003,-0.017104,0.011606,0.019853
-0.0035198,4.5111,4.0011,8.218,-0.014355,0.013134,0.021075
-0.0033303,4.4326,4.0011,8.2376,-0.021075,0.014355,0.019242
-0.0030306,4.4326,4.0207,8.2768,-0.026878,0.015882,0.0009163
-0.0026792,4.2757,4.0207,8.0807,-0.031154,0.016493,-0.0045815
-0.0023336,4.5111,4.0796,8.2376,-0.032376,0.019548,0.016188
-0.0020393,4.3149,4.0796,8.0807,-0.029627,0.022907,0.016188
-0.0018375,4.4914,4.0207,8.1199,-0.033292,0.02474,0.01741
-0.0017438,4.2561,4.0011,8.0807,-0.039095,0.024435,0.016493
-0.0017589,4.413,4.0796,8.2572,-0.042761,0.021991,0.012217
-0.0018653,4.2561,4.0011,8.0807,-0.048258,0.020159,0.007025
-0.0020358,4.2561,4.0011,8.1787,-0.029322,-0.013744,0.0042761
-0.0022345,4.2169,4.1188,8.1003,-0.018326,-0.015577,0.0076358
-0.0024221,4.3149,4.1776,8.2572,-0.0085521,-0.016493,-0.025045
-0.0025634,4.2169,4.1188,8.0807,-0.0058032,-0.01405,-0.020159
-0.0026222,4.1776,4.1188,8.2572,-0.012523,-0.010996,-0.014355
-0.0025846,4.413,4.0796,8.2572,-0.019548,-0.0045815,-0.0064141
-0.0024408,4.3345,4.0796,8.1003,-0.036346,0.007025,0.0015272
-0.002202,4.4326,4.1384,8.1591,-0.035736,0.016493,0.0036652
-0.0018883,4.3542,4.1776,8.2572,-0.018631,0.027184,-0.0015272
-0.00153,4.4326,4.2365,8.2572,-0.027184,0.027794,-0.0039706
-0.0011589,4.1188,4.158,8.2376,-0.032987,0.029322,0.010996
-0.00079966,4.2561,4.1384,8.218,-0.031765,0.030543,0.0067195
-0.00049013,4.1188,4.158,8.2572,-0.023518,0.033903,0.002138
-0.00024215,4.1972,4.0011,8.2376,-0.016799,0.036346,0.00030543
-7.1614e-05,4.1972,4.0796,8.218,-0.014966,0.03879,-0.0012217
3.0208e-05,4.3345,3.9815,8.0022,-0.015882,0.040928,-0.0030543
7.9339e-05,4.2561,3.9815,8.0807,-0.022297,0.040928,-0.040317
9.4271e-05,4.3542,3.9619,8.1591,-0.022297,0.036957,-0.042761
0.00010678,4.4326,3.9815,8.2768,-0.023213,0.036957,-0.0082467
0.0001412,4.3345,3.9227,8.218,-0.024435,0.03879,-0.012217
0.0002294,4.2757,3.8246,8.316,-0.024129,0.037263,-0.018937
0.0003814,4.4326,3.8246,8.316,-0.02474,0.036652,-0.025962
0.00060828,4.2561,3.9227,8.4141,-0.018326,0.035125,-0.032681
0.00092239,4.4326,4.0207,8.3749,-0.020464,0.029627,-0.035125
0.0012899,4.4326,4.0796,8.2768,-0.040317,0.024129,-0.037568
0.0016974,4.3345,4.06,8.2572,-0.038179,0.017104,-0.029627
0.0021106,4.2561,4.1776,8.218,-0.03146,0.009163,-0.047953
0.0025038,4.2169,4.158,8.2768,-0.030543,0.0033598,-0.05284
0.0028398,4.1972,4.2169,8.0807,-0.033598,-0.0015272,-0.051618
0.0030964,4.1188,4.2953,8.1199,-0.03543,-0.0064141,-0.04948
0.003251,4.2561,4.2169,8.1199,-0.029627,-0.010385,-0.046426
0.0033049,4.1972,4.0207,8.1787,-0.03543,-0.013439,-0.043677
0.0032528,4.3345,4.0011,8.1199,-0.038179,0.027794,0.0061087
0.0031053,4.2561,3.8638,8.2768,-0.036346,0.028405,0.0067195
0.0028899,4.2757,4.0796,8.2572,-0.029016,0.028405,-0.011606
0.0026358,4.3738,3.903,8.2572,-0.020159,0.026878,-0.013439
0.0023597,4.3542,4.0011,8.2376,-0.014661,0.026267,-0.010996
0.0020814,4.1776,3.9227,8.2768,-0.016188,0.026573,-0.0064141
0.0018209,4.1188,4.158,8.2572,-0.023518,0.025962,-0.0033598
